City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Jumla,NP,2020-02-23 01:01:54,29.27,82.18,27.54,66,81,4.21
305,Soe,ID,2020-02-23 01:02:08,-9.86,124.28,81.54,69,84,1.79
306,Paka,MY,2020-02-23 01:02:09,4.64,103.44,80.6,83,40,10.29
307,Middelburg,ZA,2020-02-23 01:02:09,-25.78,29.46,61.95,92,100,15.84
308,Kizhinga,RU,2020-02-23 01:02:09,51.85,109.91,0.3,93,20,2.89
309,Seia,PT,2020-02-23 01:01:14,40.42,-7.71,57.99,64,0,3.69
310,Eldorado,BR,2020-02-23 01:02:09,-23.79,-54.28,63.73,49,0,3.94
311,Mulege,MX,2020-02-23 01:02:10,26.88,-111.98,73.33,52,89,3.65
312,Kiama,AU,2020-02-23 01:02:10,-34.68,150.87,75.99,60,75,10.29
313,Champerico,GT,2020-02-23 01:02:10,14.3,-91.92,86.0,62,20,6.93
314,Winchester,GB,2020-02-23 01:02:10,51.07,-1.32,51.01,81,100,18.34
315,Vanavara,RU,2020-02-23 01:02:11,60.34,102.28,6.94,96,98,5.19
316,Moose Factory,CA,2020-02-23 00:58:47,51.26,-80.61,24.8,85,90,8.05
317,Gap,FR,2020-02-23 01:02:11,44.67,6.0,44.01,67,17,3.87
318,Bambous Virieux,MU,2020-02-23 01:02:11,-20.34,57.76,75.99,94,20,2.24
319,Edgewater,US,2020-02-23 01:02:12,28.99,-80.9,60.01,87,40,13.87
320,Abu Zabad,SD,2020-02-23 01:02:12,12.35,29.25,68.43,15,0,14.81
321,Cherskiy,RU,2020-02-23 01:02:12,68.75,161.3,-19.12,96,91,6.17
322,Novopskov,UA,2020-02-23 01:02:13,49.55,39.09,32.61,98,100,0.74
323,Chumikan,RU,2020-02-23 01:02:13,54.72,135.31,4.23,84,0,4.97
324,Arbuzynka,UA,2020-02-23 01:02:13,47.91,31.32,32.52,76,20,8.52
325,Hovd,MN,2020-02-23 01:02:13,48.01,91.64,17.65,67,100,3.2
326,Naze,JP,2020-02-23 01:02:14,28.37,129.48,64.4,59,40,12.75
327,Ranau,MY,2020-02-23 01:02:14,5.95,116.66,82.4,61,20,2.24
328,Khorixas,NA,2020-02-23 01:02:14,-20.37,14.97,73.94,55,1,2.91
329,Yulara,AU,2020-02-23 01:02:14,-25.24,130.99,84.2,14,0,17.22
330,Ormara,PK,2020-02-23 01:00:19,25.21,64.64,73.8,61,0,10.51
331,Morden,CA,2020-02-23 01:02:14,49.19,-98.1,32.0,86,1,6.87
332,Sao Joao Da Barra,BR,2020-02-23 00:52:54,-21.64,-41.05,73.4,88,75,4.7
333,Gravdal,NO,2020-02-23 01:02:15,68.12,13.5,38.77,73,100,21.88
334,Muli,MV,2020-02-23 01:02:15,2.92,73.57,83.17,78,100,16.17
335,Mecca,SA,2020-02-23 01:02:15,21.43,39.83,67.77,52,20,1.83
336,Nishihara,JP,2020-02-23 00:50:18,26.18,127.76,66.2,55,20,14.99
337,Bama,NG,2020-02-23 01:02:16,11.52,13.69,70.41,35,1,8.39
338,Kruisfontein,ZA,2020-02-23 01:02:16,-34.0,24.73,60.31,74,99,10.02
339,Buala,SB,2020-02-23 01:02:16,-8.14,159.59,86.49,66,6,2.93
340,Mahebourg,MU,2020-02-23 01:00:21,-20.41,57.7,75.99,94,20,2.24
341,Tazovskiy,RU,2020-02-23 01:02:16,67.47,78.7,14.43,90,100,20.13
342,San Cristobal,VE,2020-02-23 00:52:48,7.77,-72.22,80.6,69,75,3.36
343,Gazanjyk,TM,2020-02-23 01:02:17,39.24,55.52,43.03,81,77,1.7
344,Puerto Del Rosario,ES,2020-02-23 01:02:17,28.5,-13.86,68.0,82,39,14.99
345,Botwood,CA,2020-02-23 01:02:17,49.15,-55.35,24.8,79,40,18.34
346,La Rioja,ES,2020-02-23 01:02:18,42.25,-2.5,39.2,80,31,4.7
347,Provideniya,RU,2020-02-23 00:53:08,64.38,-173.3,-8.5,86,1,4.12
348,Malbang,PH,2020-02-23 01:02:18,5.86,125.05,80.6,69,40,9.17
349,Umm Lajj,SA,2020-02-23 00:52:56,25.02,37.27,59.74,49,10,5.59
350,Rio Verde De Mato Grosso,BR,2020-02-23 01:02:19,-18.92,-54.84,70.45,93,98,0.83
351,Caledon East,CA,2020-02-23 01:02:19,43.87,-79.87,37.0,64,20,10.29
352,Wukari,NG,2020-02-23 01:02:19,7.85,9.78,82.94,17,0,7.05
353,Ubatuba,BR,2020-02-23 01:01:06,-23.43,-45.07,72.82,76,100,5.75
354,Brainerd,US,2020-02-23 01:02:20,46.36,-94.2,37.4,59,1,3.36
355,Port Moresby,PG,2020-02-23 01:02:20,-9.44,147.18,91.4,63,40,5.82
356,Acapulco,MX,2020-02-23 00:53:11,16.86,-99.89,84.2,74,5,11.41
357,Richards Bay,ZA,2020-02-23 00:53:26,-28.78,32.04,78.01,77,100,36.04
358,Hot Springs,US,2020-02-23 01:00:05,34.5,-93.06,48.99,49,1,4.7
359,Tiznit,MA,2020-02-23 01:02:22,29.58,-9.5,65.32,19,0,28.74
360,Geraldton,AU,2020-02-23 00:52:45,-28.77,114.6,78.8,61,40,14.99
361,Bjornevatn,NO,2020-02-23 01:02:22,69.67,29.98,30.2,92,89,18.34
362,Hami,CN,2020-02-23 01:02:23,42.8,93.45,28.06,57,3,4.43
363,Sisimiut,GL,2020-02-23 01:02:23,66.94,-53.67,-3.95,72,98,6.51
364,Borgarnes,IS,2020-02-23 01:02:23,64.54,-21.92,30.2,74,90,11.41
365,Qaqortoq,GL,2020-02-23 00:53:33,60.72,-46.03,21.2,67,100,11.41
366,Iqaluit,CA,2020-02-23 01:01:05,63.75,-68.51,-29.0,60,20,6.93
367,Vilhena,BR,2020-02-23 01:02:24,-12.74,-60.15,65.89,99,100,3.65
368,Petatlan,MX,2020-02-23 01:02:24,17.52,-101.27,84.2,62,5,8.05
369,Frederiksvaerk,DK,2020-02-23 01:02:25,55.97,12.02,41.0,73,75,27.51
370,Talnakh,RU,2020-02-23 01:02:25,69.49,88.4,8.6,84,75,29.08
371,Astoria,US,2020-02-23 01:02:25,46.19,-123.83,50.0,87,75,4.7
372,Chara,RU,2020-02-23 01:02:25,56.91,118.26,2.79,85,100,0.43
373,Masalli,KR,2020-02-23 01:02:26,34.8,126.66,39.2,69,20,1.12
374,Leh,IN,2020-02-23 01:02:26,34.17,77.58,-6.99,56,0,2.93
375,Ghugus,IN,2020-02-23 01:02:26,19.93,79.13,72.23,53,0,3.96
376,Esperance,AU,2020-02-23 01:02:26,-33.87,121.9,71.6,78,59,11.41
377,Evanston,US,2020-02-23 01:02:26,42.04,-87.69,44.6,52,1,9.17
378,Taltal,CL,2020-02-23 01:02:27,-25.4,-70.48,61.29,87,0,2.15
379,Hokitika,NZ,2020-02-23 01:02:27,-42.72,170.97,58.37,66,0,7.4
380,Nyurba,RU,2020-02-23 00:52:59,63.28,118.33,-5.51,96,99,1.9
381,Deputatskiy,RU,2020-02-23 00:52:39,69.3,139.9,-8.28,97,96,1.23
382,Quatre Cocos,MU,2020-02-23 00:53:18,-20.21,57.76,75.99,94,20,2.24
383,Haines Junction,CA,2020-02-23 01:02:28,60.75,-137.51,15.04,92,92,9.08
384,Wilmington,US,2020-02-23 01:01:48,34.23,-77.94,44.01,55,1,2.64
385,Armizonskoye,RU,2020-02-23 01:02:28,55.95,67.67,21.2,95,100,2.55
386,Faanui,PF,2020-02-23 01:02:28,-16.48,-151.75,83.07,71,34,9.46
387,Kudahuvadhoo,MV,2020-02-23 01:02:28,2.67,72.89,83.1,78,100,17.25
388,Oum Hadjer,TD,2020-02-23 01:02:29,13.3,19.7,70.99,13,0,13.24
389,Oktyabrskoye,RU,2020-02-23 01:02:29,43.06,44.74,32.36,80,99,1.39
390,Gavle,SE,2020-02-23 01:02:29,60.67,17.14,36.0,62,17,10.0
391,Maceio,BR,2020-02-23 00:59:35,-9.67,-35.74,78.8,88,20,4.7
392,Progreso,MX,2020-02-23 01:02:29,21.28,-89.67,73.4,56,20,4.7
393,Jardim,BR,2020-02-23 01:02:30,-21.48,-56.14,68.41,68,12,4.45
394,Riyadh,SA,2020-02-23 00:52:49,24.69,46.72,62.6,48,17,4.7
395,Te Anau,NZ,2020-02-23 01:02:30,-45.42,167.72,57.56,65,84,8.08
396,Launceston,AU,2020-02-23 01:02:30,-41.45,147.17,73.0,56,40,6.93
397,Gualeguay,AR,2020-02-23 01:02:31,-33.14,-59.31,62.42,46,0,7.25
398,Marsaxlokk,MT,2020-02-23 01:02:31,35.84,14.54,53.6,62,20,6.93
399,Bousso,TD,2020-02-23 01:02:31,10.48,16.71,78.55,10,0,10.13
400,Belyy Yar,RU,2020-02-23 01:02:31,53.6,91.39,17.6,92,100,6.71
401,Khatanga,RU,2020-02-23 01:02:32,71.97,102.5,9.59,81,100,14.27
402,Mount Gambier,AU,2020-02-23 01:00:57,-37.83,140.77,71.6,56,0,5.82
403,Sept-Iles,CA,2020-02-23 01:01:19,50.2,-66.38,30.99,80,40,8.05
404,Asau,RO,2020-02-23 00:52:51,46.43,26.4,36.0,74,49,6.93
405,Dunmore Town,BS,2020-02-23 01:02:33,25.5,-76.65,69.55,73,35,25.64
406,Fort Saint James,CA,2020-02-23 00:53:00,54.43,-124.25,30.94,83,2,7.18
407,Sinop,TR,2020-02-23 01:02:33,41.77,34.87,42.39,77,63,14.45
408,Korla,CN,2020-02-23 01:02:33,41.76,86.15,37.99,60,0,1.68
409,Dehloran,IR,2020-02-23 01:02:33,32.69,47.27,62.29,48,49,7.49
410,Georgiyevka,KZ,2020-02-23 01:02:34,43.04,74.71,35.6,93,90,2.24
411,Indramayu,ID,2020-02-23 01:02:34,-6.33,108.32,79.05,86,92,10.31
412,Priargunsk,RU,2020-02-23 01:02:34,50.37,119.1,2.7,97,100,2.3
413,Tres Arroyos,AR,2020-02-23 01:02:34,-38.37,-60.28,58.55,65,0,9.31
414,Bilma,NE,2020-02-23 01:02:35,18.69,12.92,66.78,18,97,12.33
415,Penzance,GB,2020-02-23 01:02:35,50.12,-5.54,53.01,93,100,24.16
416,Shushenskoye,RU,2020-02-23 01:02:35,53.33,91.94,17.6,92,100,6.71
417,Caranavi,BO,2020-02-23 01:02:35,-15.82,-67.55,61.57,100,100,2.35
418,Tymovskoye,RU,2020-02-23 01:02:35,50.85,142.66,16.07,92,100,6.2
419,Kilkenny,IE,2020-02-23 01:02:36,52.65,-7.25,48.0,94,100,13.09
420,Dhidhdhoo,MV,2020-02-23 01:02:36,6.88,73.1,83.73,75,100,14.76
421,Ayr,GB,2020-02-23 01:02:37,55.46,-4.63,41.0,86,100,19.46
422,Siavonga,ZM,2020-02-23 01:02:37,-16.54,28.71,76.87,82,73,7.09
423,Krasnoselkup,RU,2020-02-23 00:53:30,65.7,82.47,5.47,83,100,19.48
424,San Benito,GT,2020-02-23 01:02:38,16.91,-89.91,71.38,85,73,1.41
425,Gwanda,ZW,2020-02-23 01:02:38,-20.93,29.0,73.26,74,80,6.02
426,Jequie,BR,2020-02-23 01:02:38,-13.86,-40.08,73.78,91,45,2.62
427,Pyinmana,MM,2020-02-23 01:02:39,19.73,96.22,65.3,52,31,1.77
428,Labuhan,ID,2020-02-23 01:02:39,-6.88,112.21,77.47,90,98,3.49
429,Santa Maria,BR,2020-02-23 00:58:07,-29.68,-53.81,57.56,56,0,1.66
430,Burnie,AU,2020-02-23 01:02:39,-41.07,145.92,71.01,71,7,10.0
431,Fortuna,US,2020-02-23 01:02:40,40.6,-124.16,53.01,81,90,11.41
432,Ixtapa,MX,2020-02-23 01:00:05,20.7,-105.2,80.6,78,5,10.29
433,Raudeberg,NO,2020-02-23 00:53:08,61.99,5.14,39.99,80,100,18.34
434,Pingshan,CN,2020-02-23 01:02:41,22.99,114.71,64.99,73,0,3.0
435,Gerede,TR,2020-02-23 01:02:41,40.8,32.2,29.59,96,98,1.41
436,Viransehir,TR,2020-02-23 01:02:41,37.24,39.76,44.29,95,82,6.4
437,Jibuti,DJ,2020-02-23 01:02:07,11.5,42.5,74.35,76,79,14.76
438,Aklavik,CA,2020-02-23 01:02:42,68.22,-135.01,-0.4,77,75,6.93
439,Mildura,AU,2020-02-23 01:02:42,-34.2,142.15,86.0,23,0,8.05
440,Cidreira,BR,2020-02-23 00:58:38,-30.18,-50.21,70.99,64,8,14.88
441,Salem,IN,2020-02-23 01:02:42,11.65,78.17,68.63,92,100,4.63
442,Gigmoto,PH,2020-02-23 01:02:04,13.78,124.39,79.23,80,40,15.61
443,Dingle,PH,2020-02-23 01:02:42,11.0,122.67,74.48,85,0,14.07
444,Chiredzi,ZW,2020-02-23 01:02:43,-21.05,31.67,75.06,79,56,4.32
445,Voh,NC,2020-02-23 01:02:43,-20.97,164.7,80.8,74,0,10.56
446,San Andres,CO,2020-02-23 01:01:28,12.58,-81.7,82.4,69,20,6.93
447,Petrolina,BR,2020-02-23 01:02:43,-9.4,-40.5,84.2,70,92,2.24
448,Kjopsvik,NO,2020-02-23 01:02:44,68.1,16.37,37.0,93,100,31.09
449,Mapiri,BO,2020-02-23 01:02:44,-15.25,-68.17,65.53,99,100,1.28
450,Pisco,PE,2020-02-23 01:02:44,-13.7,-76.22,77.0,83,75,12.75
451,Kotma,IN,2020-02-23 01:02:44,23.2,81.97,62.19,74,6,2.51
452,Jacareacanga,BR,2020-02-23 01:02:45,-6.22,-57.75,74.5,96,96,0.94
453,Mezhdurechensk,RU,2020-02-23 01:02:45,53.69,88.06,16.38,96,100,1.74
454,Perth,AU,2020-02-23 01:01:28,-31.93,115.83,80.01,61,40,12.75
455,Kristiansund,NO,2020-02-23 01:02:45,63.11,7.73,41.0,75,98,35.57
456,El Alto,PE,2020-02-23 01:02:45,-4.27,-81.21,78.33,67,99,12.12
457,Takoradi,GH,2020-02-23 01:02:46,4.88,-1.76,79.07,92,63,3.85
458,College,US,2020-02-23 00:59:37,64.86,-147.8,10.4,72,75,4.7
459,Balikpapan,ID,2020-02-23 01:02:46,-1.27,116.83,84.2,74,20,8.05
460,Mackenzie,CA,2020-02-23 01:02:47,55.3,-123.17,33.8,50,75,11.41
461,Ambon,ID,2020-02-23 01:02:47,-3.7,128.18,87.8,66,20,14.99
462,Bac Lieu,VN,2020-02-23 01:02:47,9.29,105.72,74.34,71,0,7.2
463,Orlik,RU,2020-02-23 01:02:47,52.52,99.83,0.36,97,100,1.72
464,Berdigestyakh,RU,2020-02-23 00:53:28,62.1,126.7,-6.59,97,100,3.47
465,Brae,GB,2020-02-23 01:02:47,60.4,-1.35,42.8,86,66,5.82
466,Ifakara,TZ,2020-02-23 01:02:48,-8.13,36.68,70.36,96,79,1.28
467,Nabire,ID,2020-02-23 01:02:48,-3.37,135.48,78.57,85,100,1.01
468,Newport,GB,2020-02-23 01:00:02,51.59,-3.0,50.0,93,90,11.41
469,Flinders,AU,2020-02-23 01:02:48,-34.58,150.86,75.99,60,75,10.29
470,Totness,SR,2020-02-23 01:02:49,5.88,-56.32,79.25,86,14,12.3
471,Mayo,US,2020-02-23 01:02:49,38.89,-76.51,45.0,60,1,8.05
472,Kishanpur,IN,2020-02-23 01:02:49,25.65,81.02,61.3,85,0,4.85
473,Umba,RU,2020-02-23 01:02:49,66.69,34.34,31.62,96,100,19.82
474,San Patricio,MX,2020-02-23 00:59:23,19.22,-104.7,80.6,78,5,5.82
475,Tete,MZ,2020-02-23 01:02:50,-16.16,33.59,77.0,94,20,4.7
476,Carutapera,BR,2020-02-23 00:53:05,-1.2,-46.02,81.77,80,29,9.48
477,Kez,RU,2020-02-23 01:02:50,57.9,53.72,28.85,88,99,9.93
478,Lundazi,ZM,2020-02-23 01:02:50,-12.29,33.18,66.97,93,97,2.1
479,Husavik,IS,2020-02-23 01:02:50,66.04,-17.34,19.98,80,95,13.38
480,Mission Bend,US,2020-02-23 01:02:51,29.69,-95.66,57.99,62,1,12.75
481,Ukiah,US,2020-02-23 01:02:51,39.15,-123.21,66.99,69,23,1.01
482,Mayumba,GA,2020-02-23 01:02:51,-3.43,10.66,83.08,81,100,11.39
483,Port-Gentil,GA,2020-02-23 01:01:05,-0.72,8.78,82.36,81,83,11.56
484,Hualmay,PE,2020-02-23 01:02:51,-11.1,-77.61,75.29,62,89,4.54
485,Jabinyanah,TN,2020-02-23 01:02:52,35.03,10.91,50.0,81,20,6.93
486,Eyrarbakki,IS,2020-02-23 01:02:52,63.86,-21.15,30.2,74,90,11.41
487,Manaure,CO,2020-02-23 01:02:53,11.78,-72.44,78.8,83,75,6.93
488,Mastic Beach,US,2020-02-23 01:00:00,40.77,-72.85,44.01,50,1,4.7
489,Katobu,ID,2020-02-23 01:02:54,-4.94,122.53,81.27,82,93,4.54
490,Kendari,ID,2020-02-23 01:02:54,-3.94,122.5,80.64,85,95,2.37
491,Santa Marta,CO,2020-02-23 01:00:01,11.24,-74.2,82.4,61,40,23.04
492,Tabou,CI,2020-02-23 01:02:55,4.42,-7.35,78.01,94,100,3.27
493,Flin Flon,CA,2020-02-23 00:53:17,54.77,-101.86,41.0,48,90,6.93
494,Mareeba,AU,2020-02-23 00:53:24,-17.0,145.43,79.0,94,75,11.41
495,Villamontes,BO,2020-02-23 01:02:56,-21.25,-63.5,62.22,56,0,4.23
496,Aksu,CN,2020-02-23 01:02:56,41.12,80.26,31.51,52,1,3.98
497,Kargopol,RU,2020-02-23 01:02:26,61.51,38.95,31.86,95,100,20.87
